URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/identifier-type,4.0.1,active,"2.16.840.1.113883.4.642.3.45",Identifier Type Codes,IdentifierType,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","StructureDefinition/br-core-practitioner,StructureDefinition/br-core-practitioner-role,StructureDefinition/br-core-patient","THO (V2)"
http://hl7.org/fhir/ValueSet/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/br-core-practitioner,StructureDefinition/br-core-practitioner-role,StructureDefinition/br-core-patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/br-core-allergy-intolerance,StructureDefinition/br-core-practitioner,StructureDefinition/br-core-practitioner-role,StructureDefinition/br-core-patient","hl7.terminology.r4"
http://hl7.org/fhir/ValueSet/link-type,4.0.1,active,"2.16.840.1.113883.4.642.3.423",LinkType,LinkType,"The type of link between this patient resource and another patient resource.","StructureDefinition/br-core-patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/marital-status,4.0.1,active,"2.16.840.1.113883.4.642.3.29",Marital Status Codes,MaritalStatus,"This value set defines the set of codes that can be used to indicate the marital status of a person.","StructureDefinition/br-core-patient","THO (V3)"
http://hl7.org/fhir/ValueSet/name-use,4.0.1,active,"2.16.840.1.113883.4.642.3.65",NameUse,NameUse,"The use of a human name.","StructureDefinition/br-core-practitioner,StructureDefinition/br-core-patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/patient-contactrelationship,4.0.1,active,"2.16.840.1.113883.4.642.3.1130",PatientContactRelationship,Patient Contact Relationship ,"The nature of the relationship between the patient and the contact person.","StructureDefinition/br-core-patient","THO (V2)"
http://hl7.org/fhir/ValueSet/reaction-event-severity,4.0.1,draft,"2.16.840.1.113883.4.642.3.135",AllergyIntoleranceSeverity,AllergyIntoleranceSeverity,"Clinical assessment of the severity of a reaction event as a whole, potentially considering multiple different manifestations.","StructureDefinition/br-core-allergy-intolerance","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/resource-types,4.0.1,active,"2.16.840.1.113883.4.642.3.27",ResourceType,ResourceType,"One of the resource types defined as part of this version of FHIR.","StructureDefinition/br-core-allergy-intolerance,StructureDefinition/br-core-practitioner,StructureDefinition/br-core-patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/substance-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.473",SubstanceCode,Substance Code,"This value set contains concept codes for specific substances. It includes codes from [SNOMED](http://snomed.info/sct) where concept is-a 105590001 (Substance (substance)) and where concept is-a 373873005 (Pharmaceutical / biologic product (product))","StructureDefinition/br-core-allergy-intolerance","SCT"
http://hl7.org/fhir/uv/ips/ValueSet/medicine-route-of-administration,1.1.0,active,,MedicineRouteOfAdministrationUvIps,Medicine Route of Administration - IPS,"EDQM (European Directorate for the Quality of Medicines and Healthcare) Route of Administration codes.  This Value Set includes all the EDQM Standard Terms having:   [Concept Status] = ‘Current’ AND   [Concept Class] = 'ROA' AND   [Domain] = 'Human and Veterinary'    ROA = 'Route of administration'","StructureDefinition/br-core-allergy-intolerance","Other"
https://ips.saude.gov.br/fhir/ValueSet/coren-br-ips,0.1.0,draft,,CORENBRIPS,Conselhos regionais de Enfermagem do Brasil,"Conjunto de todos os conselhos regionais de enfermagem do Brasil","StructureDefinition/br-core-practitioner","Other"
https://ips.saude.gov.br/fhir/ValueSet/crf-br-ips,0.1.0,draft,,CRFBRIPS,Conselhos regionais de Farmácia do Brasil,"Conjunto de todos os conselhos regionais de farmácia do Brasil","StructureDefinition/br-core-practitioner","Other"
https://ips.saude.gov.br/fhir/ValueSet/crm-br-ips,0.1.0,draft,,CRMBRIPS,Conselhos regionais de Medicina do Brasil,"Conjunto de todos os conselhos regionais de medicina do Brasil","StructureDefinition/br-core-practitioner","Other"
https://ips.saude.gov.br/fhir/ValueSet/cro-br-ips,0.1.0,draft,,CROBRIPS,Conselhos regionais de Odontologia do Brasil,"Conjunto de todos os conselhos regionais de farmácia do Brasil","StructureDefinition/br-core-practitioner","Other"
https://ips.saude.gov.br/fhir/ValueSet/outros-profissionais-br-ips,0.1.0,draft,,OutrosProfissionaisBRIPS,Conselhos regionais de outros profissionais da saúde do Brasil,"Conjunto de todos os conselhos regionais de outros profissionais da saúde do Brasil","StructureDefinition/br-core-practitioner","Other"
